table,register_name,bits,field_name,description,type,reset
Table 4-448: cmn_hns_mpam_mbw_idr attributes,cmn_hns_mpam_mbw_idr,[12],hns_mpam_mbw_idr_has_pbm,0 There is no memory bandwidth portion control and no MPAMCFG_MBW_PBM register 1 MPAMCFG_MBW_PBM register exists and memory bandwidth portion allocation scheme is supported. 1'h0,RO,-
Table 4-448: cmn_hns_mpam_mbw_idr attributes,cmn_hns_mpam_mbw_idr,[11],hns_mpam_mbw_idr_has_max,0 There is no maximum memory bandwidth control and no MPAMCFG_MBW_MAX register 1 MPAMCFG_MBW_MAX register exists and maximum memory bandwidth allocation scheme is supported. 1'h0,RO,-
Table 4-448: cmn_hns_mpam_mbw_idr attributes,cmn_hns_mpam_mbw_idr,[10],hns_mpam_mbw_idr_has_min,0 There is no minimum memory bandwidth control and no MPAMCFG_MBW_MIN register 1 MPAMCFG_MBW_MIN register exists and minimum memory bandwidth allocation scheme is supported. 1'h0,RO,-
Table 4-448: cmn_hns_mpam_mbw_idr attributes,cmn_hns_mpam_mbw_idr,[9:6],Reserved,Reserved,RO,-
Table 4-448: cmn_hns_mpam_mbw_idr attributes,cmn_hns_mpam_mbw_idr,[5:0],hns_mpam_mbw_idr_bwa_wd,"Number of implemented bits in bandwidth allocation fields: MIN, MAX, and STRIDE. Value must be between 1 to 16 4'b0000",RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[63:26],Reserved,Reserved,RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[25:20],hns_mpam_pri_idr_dspri_wd,Number of bits in downstream priority field (DSPRI) in MPAMCFG_PRI. 6'h0,RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[19:18],Reserved,Reserved,RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[17],hns_mpam_pri_idr_has_dspri_0_is_low,"0 In the DSPRI field, a value of 0 means highest priority 1 In the DSPRI field, a value of 0 means lowest priority. 1'h0",RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[16],hns_mpam_pri_idr_has_dspri,"0 This memory system component supports priority, but doesn't have a downstream priority (DSPRI) field in MPAMCFG_PRI. 1 This memory system component supports downstream priority and has an DSPRI field. 1'h0",RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[15:10],Reserved,Reserved,RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[9:4],hns_mpam_pri_idr_intpri_wd,Number of bits in the internal priority field (INTPRI) in MPAMCFG_PRI. 6'h0,RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[3:2],Reserved,Reserved,RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[1],hns_mpam_pri_idr_intpri_0_is_low,"0 In the INTPRI field, a value of 0 means highest priority. 1 In the INTPRI field, a value of 0 means lowest priority. 1'h0",RO,-
Table 4-449: cmn_hns_mpam_pri_idr attributes,cmn_hns_mpam_pri_idr,[0],hns_mpam_pri_idr_has_intpri,"0 This memory system component supports priority, but doesn't have an internal priority field in MPAMCFG_PRI. 1 This memory system component supports internal priority and has an INTPRI field. 1'h0",RO,-
Table 4-450: cmn_hns_mpam_partid_nrw_idr attributes,cmn_hns_mpam_partid_nrw_idr,[63:16],Reserved,Reserved,RO,-
Table 4-450: cmn_hns_mpam_partid_nrw_idr attributes,cmn_hns_mpam_partid_nrw_idr,[15:0],hns_mpam_partid_nrw_idr_intpartid_max,This field indicates the largest intPARTID supported in this component. 16'h00,RO,-
Table 4-451: cmn_hns_mpam_msmon_idr attributes,cmn_hns_mpam_msmon_idr,[63:32],Reserved,Reserved,RO,-
Table 4-451: cmn_hns_mpam_msmon_idr attributes,cmn_hns_mpam_msmon_idr,[31],hns_mpam_msmon_has_local_capt_evnt,Has the local capture event generator and the MSMON_CAPT_EVNT register. 1'h1,RO,-
Table 4-451: cmn_hns_mpam_msmon_idr attributes,cmn_hns_mpam_msmon_idr,[30:18],Reserved,Reserved,RO,-
Table 4-451: cmn_hns_mpam_msmon_idr attributes,cmn_hns_mpam_msmon_idr,[17],hns_mpam_msmon_mbwu,This component has a performance monitor for Memory Bandwidth Usage by PARTID and PMG. dependent,RO,Configuration dependent
Table 4-451: cmn_hns_mpam_msmon_idr attributes,cmn_hns_mpam_msmon_idr,[16],hns_mpam_msmon_csu,This component has a performance monitor for Cache Storage Usage by PARTID and PMG. dependent,RO,Configuration dependent
Table 4-451: cmn_hns_mpam_msmon_idr attributes,cmn_hns_mpam_msmon_idr,[15:0],Reserved,Reserved,RO,-
Table 4-452: cmn_hns_mpam_csumon_idr attributes,cmn_hns_mpam_csumon_idr,[63:32],Reserved,Reserved,RO,-
Table 4-452: cmn_hns_mpam_csumon_idr attributes,cmn_hns_mpam_csumon_idr,[31],hns_mpam_csumon_has_capture,0 MSMON_CSU_CAPTURE is not implemented and there is no support for capture events in this component's CSU monitor feature 1 This component's CSU monitor feature has an MSMON_CSU_CAPTURE register for every MSMON_CSU and supports the capture event behaviour. 1'h1,RO,-
Table 4-452: cmn_hns_mpam_csumon_idr attributes,cmn_hns_mpam_csumon_idr,[30:16],Reserved,Reserved,RO,-
Table 4-452: cmn_hns_mpam_csumon_idr attributes,cmn_hns_mpam_csumon_idr,[15:0],hns_mpam_csumon_num_mon,The number of CSU monitoring counters implemented in this component. dependent,RO,Configuration dependent
Table 4-453: cmn_hns_mpam_mbwumon_idr attributes,cmn_hns_mpam_mbwumon_idr,[63:32],Reserved,Reserved,RO,-
Table 4-453: cmn_hns_mpam_mbwumon_idr attributes,cmn_hns_mpam_mbwumon_idr,[31],hns_mpam_mbwumon_has_capture,0 MSMON_MBWU_CAPTURE is not implemented and there is no support for capture events in this component's MBWU monitor feature. 1 This component's MBWU monitor feature has an MSMON_MBWU_CAPTURE register for every MSMON_MBWU and supports the capture event behaviour. 1'h0,RO,-
Table 4-453: cmn_hns_mpam_mbwumon_idr attributes,cmn_hns_mpam_mbwumon_idr,[30:16],Reserved,Reserved,RO,-
Table 4-453: cmn_hns_mpam_mbwumon_idr attributes,cmn_hns_mpam_mbwumon_idr,[15:0],hns_mpam_mbwumon_num_mon,The number of MBWU monitoring counters implemented in this component. 16'h0,RO,-
Table 4-454: cmn_hns_ns_mpam_ecr attributes,cmn_hns_ns_mpam_ecr,[63:1],Reserved,Reserved,RO,-
Table 4-454: cmn_hns_ns_mpam_ecr attributes,cmn_hns_ns_mpam_ecr,[0],hns_ns_mpam_ecr_inten,"Interrupt Enable. When INTEN = 0, MPAM error interrupts are not generated. When INTEN = 1, MPAM error interrupts are generated. 1'h0",RW,-
Table 4-455: cmn_hns_ns_mpam_esr attributes,cmn_hns_ns_mpam_esr,[63:32],Reserved,Reserved,RO,-
Table 4-455: cmn_hns_ns_mpam_esr attributes,cmn_hns_ns_mpam_esr,[31],hns_ns_mpam_esr_ovrwr,"Overwritten. If 0 and ERRCODE is zero, no errors have occurred. If 0 and ERRCODE is non-zero, a single error has occurred and is recorded in this register. If 1 and ERRCODE is non-zero, multiple errors have occurred and this register records the most recent error. The state where this bit is 1 and ERRCODE is zero is not produced by hardware and is only reached when software writes this combination into this register. 1'h0",RW,-
Table 4-455: cmn_hns_ns_mpam_esr attributes,cmn_hns_ns_mpam_esr,[30:28],Reserved,Reserved,RO,-
Table 4-455: cmn_hns_ns_mpam_esr attributes,cmn_hns_ns_mpam_esr,[27:24],hns_ns_mpam_esr_errcode,Error code 4'h0,RW,-
Table 4-455: cmn_hns_ns_mpam_esr attributes,cmn_hns_ns_mpam_esr,[23:16],hns_ns_mpam_esr_pmg,"PMG captured if the error code captures PMG, otherwise 0x0000. 8'h0",RW,-
Table 4-455: cmn_hns_ns_mpam_esr attributes,cmn_hns_ns_mpam_esr,[15:0],hns_ns_mpam_esr_partid_mon,PARTID captured if the error code captures PARTID. MON selector captured if the error code captures MON. Otherwise 0x0000. 16'h0,RW,-
Table 4-456: cmn_hns_ns_mpamcfg_part_sel attributes,cmn_hns_ns_mpamcfg_part_sel,[63:17],Reserved,Reserved,RO,-
Table 4-456: cmn_hns_ns_mpamcfg_part_sel attributes,cmn_hns_ns_mpamcfg_part_sel,[16],hns_ns_mpamcfg_part_sel_internal,"If MPAMF_IDR.HAS_PARTID_NRW = 0, this field is RAZ/WI. If MPAMF_IDR.HAS_PARTID_NRW = 1, this bit decides how to interprete PARTID_SEL. 1'h0",RW,-
Table 4-456: cmn_hns_ns_mpamcfg_part_sel attributes,cmn_hns_ns_mpamcfg_part_sel,[15:0],hns_ns_mpamcfg_part_sel_partid_sel,Selects the partition ID to configure. 16'h0,RW,-
Table 4-457: cmn_hns_ns_mpamcfg_cmax attributes,cmn_hns_ns_mpamcfg_cmax,[63:16],Reserved,Reserved,RO,-
Table 4-457: cmn_hns_ns_mpamcfg_cmax attributes,cmn_hns_ns_mpamcfg_cmax,[15:9],hns_ns_mpamcfg_cmax_cmax,Maximum cache capacity usage in fixed-point fraction of the cache capacity by the partition selected by MPAMCFG_PART_SEL. 7'b1111111,RW,-
Table 4-457: cmn_hns_ns_mpamcfg_cmax attributes,cmn_hns_ns_mpamcfg_cmax,[8:0],Reserved,Reserved,RO,-
Table 4-458: cmn_hns_ns_mpamcfg_mbw_min attributes,cmn_hns_ns_mpamcfg_mbw_min,[63:16],Reserved,Reserved,RO,-
Table 4-458: cmn_hns_ns_mpamcfg_mbw_min attributes,cmn_hns_ns_mpamcfg_mbw_min,[15:8],hns_ns_mpamcfg_mbw_min_min,Memory minimum bandwidth allocated to the partition selected by MPAMCFG_PART_SEL. 8'h0,RW,-
Table 4-458: cmn_hns_ns_mpamcfg_mbw_min attributes,cmn_hns_ns_mpamcfg_mbw_min,[7:0],Reserved,Reserved,RO,-
Table 4-459: cmn_hns_ns_mpamcfg_mbw_max attributes,cmn_hns_ns_mpamcfg_mbw_max,[63:32],Reserved,Reserved,RO,-
Table 4-459: cmn_hns_ns_mpamcfg_mbw_max attributes,cmn_hns_ns_mpamcfg_mbw_max,[31],hns_ns_mpamcfg_mbw_max_hardlim,"0 When MAX bandwidth is exceeded, the partition may contend with a low preference for downstream bandwidth beyond its maximum bandwidth 1 When MAX bandwidth is exceeded, the partition may not be use any more bandwidth until its memory bandwidth measurement falls below the maximum limit. 1'h0",RW,-
Table 4-459: cmn_hns_ns_mpamcfg_mbw_max attributes,cmn_hns_ns_mpamcfg_mbw_max,[30:16],Reserved,Reserved,RO,-
Table 4-459: cmn_hns_ns_mpamcfg_mbw_max attributes,cmn_hns_ns_mpamcfg_mbw_max,[15:8],hns_ns_mpamcfg_mbw_max_max,Memory maximum bandwidth allocated to the partition selected by MPAMCFG_PART_SEL. 8'h0,RW,-
Table 4-459: cmn_hns_ns_mpamcfg_mbw_max attributes,cmn_hns_ns_mpamcfg_mbw_max,[7:0],Reserved,Reserved,RO,-
Table 4-460: cmn_hns_ns_mpamcfg_mbw_winwd attributes,cmn_hns_ns_mpamcfg_mbw_winwd,[63:24],Reserved,Reserved,RO,-
Table 4-460: cmn_hns_ns_mpamcfg_mbw_winwd attributes,cmn_hns_ns_mpamcfg_mbw_winwd,[23:8],hns_ns_mpamcfg_mbw_winwd_us_int,Memory bandwidth accounting period integer microseconds. 16'h0,RW,-
Table 4-460: cmn_hns_ns_mpamcfg_mbw_winwd attributes,cmn_hns_ns_mpamcfg_mbw_winwd,[7:0],hns_ns_mpamcfg_mbw_winwd_us_frac,Memory bandwidth accounting period fractions of a microsecond. 8'h0,RW,-
Table 4-461: cmn_hns_ns_mpamcfg_pri attributes,cmn_hns_ns_mpamcfg_pri,[63:24],Reserved,Reserved,RO,-
Table 4-461: cmn_hns_ns_mpamcfg_pri attributes,cmn_hns_ns_mpamcfg_pri,[23:16],hns_ns_mpamcfg_pri_dspri,"If HAS_DSPRI is 1, this field is a priority value applied to downstream communications from this memory system component for transactions of the partition selected by MPAMCFG_PART_SEL. 8'h0",RW,-
Table 4-461: cmn_hns_ns_mpamcfg_pri attributes,cmn_hns_ns_mpamcfg_pri,[15:8],Reserved,Reserved,RO,-
Table 4-461: cmn_hns_ns_mpamcfg_pri attributes,cmn_hns_ns_mpamcfg_pri,[7:0],hns_ns_mpamcfg_pri_intpri,"If HAS_INTPRI is 1, this field is a priority value applied internally inside this memory system component for transactions of the partition selected by MPAMCFG_PART_SEL. 8'h0",RW,-
Table 4-462: cmn_hns_ns_mpamcfg_mbw_prop attributes,cmn_hns_ns_mpamcfg_mbw_prop,[63:32],Reserved,Reserved,RO,-
Table 4-462: cmn_hns_ns_mpamcfg_mbw_prop attributes,cmn_hns_ns_mpamcfg_mbw_prop,[31],hns_ns_mpamcfg_mbw_prop_en,0 The selected partition is not regulated by proportional stride bandwidth partitioning. 1 The selected partition has bandwidth usage regulated by proportional stride bandwidth partitioning as controlled by STRIDEM1. 1'h0,RW,-
Table 4-462: cmn_hns_ns_mpamcfg_mbw_prop attributes,cmn_hns_ns_mpamcfg_mbw_prop,[30:8],Reserved,Reserved,RO,-
Table 4-462: cmn_hns_ns_mpamcfg_mbw_prop attributes,cmn_hns_ns_mpamcfg_mbw_prop,[7:0],hns_ns_mpamcfg_mbw_prop_stridem1,Normalized cost of a bandwidth consumption by the partition. STRIDEM1 is the stride for the partition minus one. 8'h0,RW,-
Table 4-463: cmn_hns_ns_mpamcfg_intpartid attributes,cmn_hns_ns_mpamcfg_intpartid,[63:17],Reserved,Reserved,RO,-
Table 4-463: cmn_hns_ns_mpamcfg_intpartid attributes,cmn_hns_ns_mpamcfg_intpartid,[16],hns_ns_mpamcfg_intpartid_internal,"This bit must be 1 when written to the register. If written as 0, the write will not update the reqPARTID to intPARTID association. 1'h0",RW,-
Table 4-463: cmn_hns_ns_mpamcfg_intpartid attributes,cmn_hns_ns_mpamcfg_intpartid,[15:0],hns_ns_mpamcfg_intpartid_intpartid,This field contains the intPARTID mapped to the reqPARTID in MPAMCFG_PART_SEL. 16'h0,RW,-
Table 4-464: cmn_hns_ns_msmon_cfg_mon_sel attributes,cmn_hns_ns_msmon_cfg_mon_sel,[63:16],Reserved,Reserved,RO,-
Table 4-464: cmn_hns_ns_msmon_cfg_mon_sel attributes,cmn_hns_ns_msmon_cfg_mon_sel,[15:0],hns_ns_msmon_cfg_mon_sel_mon_sel,Selects the performance monitor to configure. 16'h0,RW,-
Table 4-465: cmn_hns_ns_msmon_capt_evnt attributes,cmn_hns_ns_msmon_capt_evnt,[63:2],Reserved,Reserved,RO,-
Table 4-465: cmn_hns_ns_msmon_capt_evnt attributes,cmn_hns_ns_msmon_capt_evnt,[1],hns_ns_msmon_capt_evnt_all,"In Secure version, if ALL written as 1 and NOW is also written as 1, signal a capture event to Secure and Non-secure monitors in this memory system component with CAPT_EVNT = 7. If written as 0 and NOW is written as 1, signal a capture event to Secure monitors in this memory system component with CAPT_EVNT = 7. In Non-secure version if NOW is written as 1, signal a capture event to Non-secure monitors in this memory system component with CAPT_EVNT = 7. 1'h0",RW,-
Table 4-465: cmn_hns_ns_msmon_capt_evnt attributes,cmn_hns_ns_msmon_capt_evnt,[0],hns_ns_msmon_capt_evnt_now,"When written as 1, this bit causes an event to all monitors in this memory system component with CAPT_EVNT set to the value of 7. When this bit is written as 0, no event is signalled. 1'h0",RW,-
Table 4-466: cmn_hns_ns_msmon_cfg_csu_flt attributes,cmn_hns_ns_msmon_cfg_csu_flt,[63:24],Reserved,Reserved,RO,-
Table 4-466: cmn_hns_ns_msmon_cfg_csu_flt attributes,cmn_hns_ns_msmon_cfg_csu_flt,[23:16],hns_ns_msmon_cfg_csu_flt_pmg,Configures the cache storage usage performance monitor to a PMG. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures storage usage by cache lines labelled with both the configured PARTID and PMG. 8'h0,RW,-
Table 4-466: cmn_hns_ns_msmon_cfg_csu_flt attributes,cmn_hns_ns_msmon_cfg_csu_flt,[15:0],hns_ns_msmon_cfg_csu_flt_partid,Configures the cache storage usage performance monitor to a PARTID. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures the storage usage by cache lines labelled with both the configured PARTID and PMG. 16'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[63:32],Reserved,Reserved,RO,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[31],hns_ns_msmon_cfg_csu_ctl_en,0 The monitor is disabled and must not collect any information. 1 The monitor is enabled to collect information according to its configuration. 1'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[30:28],hns_ns_msmon_cfg_csu_ctl_capt_evnt,Select the event that triggers capture from the following: 0 No capture event is triggered 1 External capture event 1 (optional but recommended) 3'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[27],hns_ns_msmon_cfg_csu_ctl_capt_reset,Capture is not implemented for the CSU monitor type. 1'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[26],hns_ns_msmon_cfg_csu_ctl_oflow_status,0 No overflow has occurred 1 At least one overflow has occurred since this bit was last written. 1'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[25],hns_ns_msmon_cfg_csu_ctl_oflow_intr,"0 No interrupt. 1 On overflow, an implementation-specific interrupt is signalled. 1'h0",RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[24],hns_ns_msmon_cfg_csu_ctl_oflow_frz,0 Monitor count wraps on overflow. 1 Monitor count freezes on overflow. The frozen value may be 0 or another value if the monitor overflowed with an increment larger than 1 1'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[23:20],hns_ns_msmon_cfg_csu_ctl_subtype,"Not currently used for CSU monitors, but reserved for future use. 4'h0",RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[19:18],Reserved,Reserved,RO,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[17],hns_ns_msmon_cfg_csu_ctl_match_pmg,0 Monitor storage used by all PMG values. 1 Only monitor storage used with the PMG value matching MSMON_CFG_CSU_FLT.PMG. 1'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[16],hns_ns_msmon_cfg_csu_ctl_match_partid,0 Monitor storage used by all PARTIDs. 1 Only monitor storage used with the PARTID matching MSMON_CFG_CSU_FLT.PARTID. 1'h0,RW,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[15:8],Reserved,Reserved,RO,-
Table 4-467: cmn_hns_ns_msmon_cfg_csu_ctl attributes,cmn_hns_ns_msmon_cfg_csu_ctl,[7:0],hns_ns_msmon_cfg_csu_ctl_type,Read-only: Constant type indicating the type of the monitor. CSU monitor is TYPE = 0x43. 8'h43,RW,-
Table 4-468: cmn_hns_ns_msmon_cfg_mbwu_flt attributes,cmn_hns_ns_msmon_cfg_mbwu_flt,[63:24],Reserved,Reserved,RO,-
Table 4-468: cmn_hns_ns_msmon_cfg_mbwu_flt attributes,cmn_hns_ns_msmon_cfg_mbwu_flt,[23:16],hns_ns_msmon_cfg_mbwu_flt_pmg,Configures the memory bandwidth usage performance monitor to a PMG. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures the memory bandwidth used by requests labelled with both the configured PARTID and PMG. 8'h0,RW,-
Table 4-468: cmn_hns_ns_msmon_cfg_mbwu_flt attributes,cmn_hns_ns_msmon_cfg_mbwu_flt,[15:0],hns_ns_msmon_cfg_mbwu_flt_partid,Configures the memory bandwidth usage performance monitor to a PARTID. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures the memory bandwidth used by requests labelled with both the configured PARTID and PMG. 16'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[63:32],Reserved,Reserved,RO,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[31],hns_ns_msmon_cfg_mbwu_ctl_en,0 The monitor is disabled and must not collect any information. 1 The monitor is enabled to collect information according to its configuration. 1'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[30:28],hns_ns_msmon_cfg_mbwu_ctl_capt_evnt,Select the event that triggers capture from the following: 0 No capture event is triggered 1 External capture event 1 (optional but recommended) 3'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[27],hns_ns_msmon_cfg_mbwu_ctl_capt_reset,0: Monitor is not reset on capture. 1: Monitor is reset on capture. 1'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[26],hns_ns_msmon_cfg_mbwu_ctl_oflow_status,0 No overflow has occurred 1 At least one overflow has occurred since this bit was last written. 1'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[25],hns_ns_msmon_cfg_mbwu_ctl_oflow_intr,"0 No interrupt. 1 On overflow, an implementation-specific interrupt is signalled. 1'h0",RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[24],hns_ns_msmon_cfg_mbwu_ctl_oflow_frz,0 Monitor count wraps on overflow. 1 Monitor count freezes on overflow. The frozen value may be 0 or another value if the monitor overflowed with an increment larger than 1 1'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[23:20],hns_ns_msmon_cfg_mbwu_ctl_subtype,A monitor can have other event matching criteria. The meaning of values in this field varies by monitor type. The MBWU monitor type supports: 0 Do not count any bandwidth. 1 Count bandwidth used by memory reads 2 Count bandwidth used by memory writes 3 Count bandwidth used by memory reads and memory writes All other values are reserved and behaviour of a monitor with SUBTYPE set to one of the reserved values is UNPREDICTABLE. 4'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[19:18],Reserved,Reserved,RO,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[17],hns_ns_msmon_cfg_mbwu_ctl_match_pmg,0 Monitor bandwidth used by all PMG values. 1 Only monitor bandwidth used with the PMG value matching MSMON_CFG_CSU_FLT.PMG. 1'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[16],hns_ns_msmon_cfg_mbwu_ctl_match_partid,0 Monitor bandwidth used by all PARTIDs 1 Only monitor bandwidth used with the PARTID matching MSMON_CFG_MBWU_FLT.PARTID. 1'h0,RW,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[15:8],Reserved,Reserved,RO,-
Table 4-469: cmn_hns_ns_msmon_cfg_mbwu_ctl attributes,cmn_hns_ns_msmon_cfg_mbwu_ctl,[7:0],hns_ns_msmon_cfg_mbwu_ctl_type,Read-only: Constant type indicating the type of the monitor. MBWU monitor is TYPE = 0x42. 8'h42,RW,-
Table 4-470: cmn_hns_ns_msmon_csu attributes,cmn_hns_ns_msmon_csu,[63:32],Reserved,Reserved,RO,-
Table 4-470: cmn_hns_ns_msmon_csu attributes,cmn_hns_ns_msmon_csu,[31],hns_ns_msmon_csu_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured. 1'h0",RW,-
Table 4-470: cmn_hns_ns_msmon_csu attributes,cmn_hns_ns_msmon_csu,[30:0],hns_ns_msmon_csu_value,Cache storage usage value if NRDY is 0. Invalid if NRDY is 1. VALUE is the cache storage usage in bytes. 31'h0,RW,-
Table 4-471: cmn_hns_ns_msmon_csu_capture attributes,cmn_hns_ns_msmon_csu_capture,[63:32],Reserved,Reserved,RO,-
Table 4-471: cmn_hns_ns_msmon_csu_capture attributes,cmn_hns_ns_msmon_csu_capture,[31],hns_ns_msmon_csu_capture_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured. 1'h0",RW,-
Table 4-471: cmn_hns_ns_msmon_csu_capture attributes,cmn_hns_ns_msmon_csu_capture,[30:0],hns_ns_msmon_csu_vapture_value,Cache storage usage value if NRDY is 0. Invalid if NRDY is 1. VALUE is the cache storage usage in bytes. 31'h0,RW,-
Table 4-472: cmn_hns_ns_msmon_mbwu attributes,cmn_hns_ns_msmon_mbwu,[63:32],Reserved,Reserved,RO,-
Table 4-472: cmn_hns_ns_msmon_mbwu attributes,cmn_hns_ns_msmon_mbwu,[31],hns_ns_msmon_mbwu_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured. 1'h0",RW,-
Table 4-472: cmn_hns_ns_msmon_mbwu attributes,cmn_hns_ns_msmon_mbwu,[30:0],hns_ns_msmon_mbwu_value,Memory channel bandwidth value if NRDY is 0. Invalid if NRDY is 1. VALUE is the memory channel bandwidth usage in megabytes. 31'h0,RW,-
Table 4-473: cmn_hns_ns_msmon_mbwu_capture attributes,cmn_hns_ns_msmon_mbwu_capture,[63:32],Reserved,Reserved,RO,-
Table 4-473: cmn_hns_ns_msmon_mbwu_capture attributes,cmn_hns_ns_msmon_mbwu_capture,[31],hns_ns_msmon_mbwu_capture_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured. 1'h0",RW,-
Table 4-473: cmn_hns_ns_msmon_mbwu_capture attributes,cmn_hns_ns_msmon_mbwu_capture,[30:0],hns_ns_msmon_mbwu_capture_value,Memory channel bandwidth value if NRDY is 0. Invalid if NRDY is 1. VALUE is the memory channel bandwidth usage in megabytes. 31'h0,RW,-
Table 4-474: cmn_hns_ns_mpamcfg_cpbm attributes,cmn_hns_ns_mpamcfg_cpbm,[63:16],Reserved,Reserved,RO,-
Table 4-474: cmn_hns_ns_mpamcfg_cpbm attributes,cmn_hns_ns_mpamcfg_cpbm,[15:0],hns_ns_mpamcfg_cpbm_cpbm,Bitmap of portions of cache capacity allocable by the partition selected by MPAMCFG_PART_SEL. NOTE: CPBM can not be all zeros for any PARTID. 16'hFFFF,RW,-
Table 4-475: cmn_hns_mpam_s_node_info attributes,cmn_hns_mpam_s_node_info,[63:48],Reserved,Reserved,RO,-
Table 4-475: cmn_hns_mpam_s_node_info attributes,cmn_hns_mpam_s_node_info,[47:32],logical_id,$logical_id_description dependent,RO,Configuration dependent
Table 4-475: cmn_hns_mpam_s_node_info attributes,cmn_hns_mpam_s_node_info,[31:16],node_id,$node_id_description dependent,RO,Configuration dependent
