table,register_name,bits,field_name,description,type,reset
Table 8-649: cmn_hns_rl_mpam_mbw_idr attributes,cmn_hns_rl_mpam_mbw_idr,[11],hns_rl_mpam_mbw_idr_has_max,0 There is no maximum memory bandwidth control and no MPAMCFG_MBW_MAX register 1 MPAMCFG_MBW_MAX register exists and maximum memory bandwidth allocation scheme is supported.,RO,0x0
Table 8-649: cmn_hns_rl_mpam_mbw_idr attributes,cmn_hns_rl_mpam_mbw_idr,[10],hns_rl_mpam_mbw_idr_has_min,0 There is no minimum memory bandwidth control and no MPAMCFG_MBW_MIN register 1 MPAMCFG_MBW_MIN register exists and minimum memory bandwidth allocation scheme is supported.,RO,0x0
Table 8-649: cmn_hns_rl_mpam_mbw_idr attributes,cmn_hns_rl_mpam_mbw_idr,[9:6],Reserved,Reserved ‑,RO,-
Table 8-649: cmn_hns_rl_mpam_mbw_idr attributes,cmn_hns_rl_mpam_mbw_idr,[5:0],hns_rl_mpam_mbw_idr_bwa_wd,"Number of implemented bits in bandwidth allocation fields MIN, MAX, and STRIDE. Value must be between 1 to 16",RO,0b0000
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[63:26],Reserved,Reserved,RO,-
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[25:20],hns_rl_mpam_pri_idr_dspri_wd,Number of bits in downstream priority field (DSPRI) in MPAMCFG_PRI.,RO,0x0
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[19:18],Reserved,Reserved,RO,-
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[17],hns_rl_mpam_pri_idr_has_dspri_0_is_low,"0 In the DSPRI field, a value of 0 means highest priority. 1 In the DSPRI field, a value of 0 means lowest priority.",RO,0x0
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[16],hns_rl_mpam_pri_idr_has_dspri,"0 This memory system component supports priority, but doesn’t have a downstream priority (DSPRI) field in MPAMCFG_PRI. 1 This memory system component supports downstream priority and has an DSPRI field.",RO,0x0
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[15:10],Reserved,Reserved,RO,-
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[9:4],hns_rl_mpam_pri_idr_intpri_wd,Number of bits in the internal priority field (INTPRI) in MPAMCFG_PRI.,RO,0x0
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[3:2],Reserved,Reserved,RO,-
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[1],hns_rl_mpam_pri_idr_intpri_0_is_low,"0 In the INTPRI field, a value of 0 means highest priority. 1 In the INTPRI field, a value of 0 means lowest priority.",RO,0x0
Table 8-650: cmn_hns_rl_mpam_pri_idr attributes,cmn_hns_rl_mpam_pri_idr,[0],hns_rl_mpam_pri_idr_has_intpri,"0 This memory system component supports priority, but doesn’t have an internal priority field in MPAMCFG_PRI. 1 This memory system component supports internal priority and has an INTPRI field.",RO,0x0
Table 8-651: cmn_hns_rl_mpam_partid_nrw_idr attributes,cmn_hns_rl_mpam_partid_nrw_idr,[63:16],Reserved,Reserved ‑,RO,-
Table 8-651: cmn_hns_rl_mpam_partid_nrw_idr attributes,cmn_hns_rl_mpam_partid_nrw_idr,[15:0],hns_rl_mpam_partid_nrw_idr_intpartid_max,This field indicates the largest intPARTID supported in this component.,RO,0x00
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[63:32],Reserved,Reserved ‑,RO,-
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[31],hns_rl_mpam_msmon_has_local_capt_evnt,Has the local capture event generator and the MSMON_CAPT_EVNT register.,RO,0x1
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[30],hns_rl_mpam_msmon_no_hw_oflw_intr,0 HNF has hardwired MPAM overflow interrupt 1 HNF doesn’t have hardwired MPAM overflow interrupt,RO,0b1
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[29],hns_rl_mpam_msmon_has_oflow_msi,0 HNF doesn’t have support for MSI writes to signal MPAM monitor overflow interrupt 1 HNF has support for MSI writes to signal MPAM monitor overflow interrupt,RO,0b0
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[28],hns_rl_mpam_msmon_has_oflow_sr,0 HNF doesn’t have overflow status register 1 HNF has overflow status register,RO,0b0
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[27:18],Reserved,Reserved ‑,RO,-
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[17],hns_rl_mpam_msmon_mbwu,This component has a performance monitor for Memory Bandwidth Usage by PARTID and PMG.,RO,0x0
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[16],hns_rl_mpam_msmon_csu,This component has a performance monitor for Cache Storage Usage by PARTID and PMG. dependent,RO,Configuration dependent
Table 8-652: cmn_hns_rl_mpam_msmon_idr attributes,cmn_hns_rl_mpam_msmon_idr,[15:0],Reserved,Reserved ‑,RO,-
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[63:32],Reserved,Reserved ‑,RO,-
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[31],hns_rl_mpam_csumon_has_capture,0 MSMON_CSU_CAPTURE is not implemented and there is no support for capture events in this component’s CSU monitor feature. 1 This component’s CSU monitor feature has an MSMON_CSU_CAPTURE register for every MSMON_CSU and supports the capture event behaviour.,RO,0x1
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[30],hns_rl_mpam_csumon_csu_ro,0 MSMON_CSU is read/write. 1 MSMON_CSU is read-only.,RO,0b0
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[29],hns_rl_mpam_csumon_has_xcl,0 MSMON_CFG_CSU_FLT does not implement the XCL field 1 MSMON_CFG_CSU_FLT implements the XCL field,RO,0b0
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[28],Reserved,Reserved ‑,RO,-
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[27],hns_rl_mpam_csumon_has_oflow_lnkg,0 HNF doesn’t support CSU overflow linkage 1 HNF supports CSU overflow linkage,RO,0b0
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[26],hns_rl_mpam_csumon_has_ofsr,0 MSMON_CSU_OFSR register is not implemented 1 MSMON_CSU_OFSR register is implemented,RO,0b0
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[25],hns_rl_mpam_csumon_has_cevnt_oflw,0 HNF doesn’t support MSMON_CFG_CSU_CTL.CEVNT_OFLW 1 HNF supports MSMON_CFG_CSU_CTL.CEVNT_OFLW,RO,0b0
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[24],hns_rl_mpam_csumon_has_oflow_capt,0 HNF doesn’t support MSMON_CFG_CSU_CTL.OFLOW_CAPT 1 HNF supports MSMON_CFG_CSU_CTL.OFLOW_CAPT,RO,0b0
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[23:16],Reserved,Reserved ‑,RO,-
Table 8-653: cmn_hns_rl_mpam_csumon_idr attributes,cmn_hns_rl_mpam_csumon_idr,[15:0],hns_rl_mpam_csumon_num_mon,The number of CSU monitoring counters implemented in this component.,RO,0x1
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[63:32],Reserved,Reserved,RO,-
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[31],hns_rl_mpam_mbwumon_has_capture,0 MSMON_MBWU_CAPTURE is not implemented and there is no support for capture events in this component’s MBWU monitor feature. 1 This component’s MBWU monitor feature has an MSMON_MBWU_CAPTURE register for every MSMON_MBWU and supports the capture event behaviour.,RO,0x0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[30],hns_rl_mpam_mbwumon_has_long,0 MSMON_MBWU_L is not implemented. 1 MSMON_MBWU_L is implemented.,RO,0b0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[29],hns_rl_mpam_mbwumon_lwd,0 MSMON_MBWU_L has 44-bit VALUE field in bits [43:0]. 1 MSMON_MBWU_L has 63-bit VALUE field in bits [62:0].,RO,0b0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[28],hns_rl_mpam_mbwumon_has_rwbw,0 Read/write bandwidth selection is not implemented. 1 Read/write bandwidth selection is implemented.,RO,0b0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[27],hns_rl_mpam_mbwumon_has_oflow_lnkg,0 Doesn’t support MSMON_CFG_MBWU_CTL.OFLOW_LNKG. 1 Support MSMON_CFG_MBWU_CTL.OFLOW_LNKG.,RO,0b0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[26],hns_rl_mpam_mbwumon_has_ofsr,0 MSMON_MBWU_OFSR register is not implemented 1 MSMON_MBWU_OFSR register is implemented,RO,0b0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[25],hns_rl_mpam_mbwumon_cevnt_oflw,0 Doesn’t support MSMON_CFG_MBWU_CTL.CEVNT_OFLW. 1 Support MSMON_CFG_MBWU_CTL.CEVNT_OFLW.,RO,0b0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[24],hns_rl_mpam_mbwumon_has_oflow_capt,0 Doesn’t support MSMON_CFG_MBWU_CTL.OFLOW_CAPT. 1 Support MSMON_CFG_MBWU_CTL.OFLOW_CAPT.,RO,0b0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[23:21],Reserved,Reserved,RO,-
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[20:16],hns_rl_mpam_mbwumon_scale,Scalling of MSMON_MBWU.VALUE in bits.,RO,0x0
Table 8-654: cmn_hns_rl_mpam_mbwumon_idr attributes,cmn_hns_rl_mpam_mbwumon_idr,[15:0],hns_rl_mpam_mbwumon_num_mon,The number of MBWU monitoring counters implemented in this component.,RO,0x0
Table 8-655: cmn_hns_rl_mpam_ecr attributes,cmn_hns_rl_mpam_ecr,[63:1],Reserved,Reserved,RO,-
Table 8-655: cmn_hns_rl_mpam_ecr attributes,cmn_hns_rl_mpam_ecr,[0],hns_rl_mpam_ecr_inten,"Interrupt Enable. When INTEN = 0, MPAM error interrupts are not generated. When INTEN = 1, MPAM error interrupts are generated.",RW,0x0
Table 8-656: cmn_hns_rl_mpam_esr attributes,cmn_hns_rl_mpam_esr,[63:32],Reserved,Reserved,RO,-
Table 8-656: cmn_hns_rl_mpam_esr attributes,cmn_hns_rl_mpam_esr,[31],hns_rl_mpam_esr_ovrwr,"Overwritten. If 0 and ERRCODE is zero, no errors have occurred. If 0 and ERRCODE is non-zero, a single error has occurred and is recorded in this register. If 1 and ERRCODE is non-zero, multiple errors have occurred and this register records the most recent error. The state where this bit is 1 and ERRCODE is zero is not produced by hardware and is only reached when software writes this combination into this register.",RW,0x0
Table 8-656: cmn_hns_rl_mpam_esr attributes,cmn_hns_rl_mpam_esr,[30:28],Reserved,Reserved,RO,-
Table 8-656: cmn_hns_rl_mpam_esr attributes,cmn_hns_rl_mpam_esr,[27:24],hns_rl_mpam_esr_errcode,Error code,RW,0x0
Table 8-656: cmn_hns_rl_mpam_esr attributes,cmn_hns_rl_mpam_esr,[23:16],hns_rl_mpam_esr_pmg,"PMG captured if the error code captures PMG, otherwise 0x0000.",RW,0x0
Table 8-656: cmn_hns_rl_mpam_esr attributes,cmn_hns_rl_mpam_esr,[15:0],hns_rl_mpam_esr_partid_mon,PARTID captured if the error code captures PARTID. MON selector captured if the error code captures MON. Otherwise 0x0000.,RW,0x0
Table 8-657: cmn_hns_rl_mpamcfg_part_sel attributes,cmn_hns_rl_mpamcfg_part_sel,[63:17],Reserved,Reserved,RO,-
Table 8-657: cmn_hns_rl_mpamcfg_part_sel attributes,cmn_hns_rl_mpamcfg_part_sel,[16],hns_rl_mpamcfg_part_sel_internal,"If MPAMF_IDR.HAS_PARTID_NRW = 0, this field is RAZ/WI. If MPAMF_IDR.HAS_PARTID_NRW = 1, this bit decides how to interprete PARTID_SEL.",RW,0x0
Table 8-657: cmn_hns_rl_mpamcfg_part_sel attributes,cmn_hns_rl_mpamcfg_part_sel,[15:0],hns_rl_mpamcfg_part_sel_partid_sel,Selects the partition ID to configure.,RW,0x0
Table 8-658: cmn_hns_rl_mpamcfg_cmax attributes,cmn_hns_rl_mpamcfg_cmax,[63:16],Reserved,Reserved ‑,RO,-
Table 8-658: cmn_hns_rl_mpamcfg_cmax attributes,cmn_hns_rl_mpamcfg_cmax,[15:9],hns_rl_mpamcfg_cmax_cmax,Maximum cache capacity usage in fixed-point fraction of the cache capacity by the partition selected by MPAMCFG_PART_SEL.,RW,0b1111111
Table 8-658: cmn_hns_rl_mpamcfg_cmax attributes,cmn_hns_rl_mpamcfg_cmax,[8:0],Reserved,Reserved ‑,RO,-
Table 8-659: cmn_hns_rl_mpamcfg_mbw_min attributes,cmn_hns_rl_mpamcfg_mbw_min,[63:16],Reserved,Reserved,RO,-
Table 8-659: cmn_hns_rl_mpamcfg_mbw_min attributes,cmn_hns_rl_mpamcfg_mbw_min,[15:0],hns_rl_mpamcfg_mbw_min_min,Memory minimum bandwidth allocated to the partition selected by MPAMCFG_PART_SEL.,RW,0x0
Table 8-660: cmn_hns_rl_mpamcfg_mbw_max attributes,cmn_hns_rl_mpamcfg_mbw_max,[63:32],Reserved,Reserved,RO,-
Table 8-660: cmn_hns_rl_mpamcfg_mbw_max attributes,cmn_hns_rl_mpamcfg_mbw_max,[31],hns_rl_mpamcfg_mbw_max_hardlim,"0 When MAX bandwidth is exceeded, the partition may contend with a low preference for downstream bandwidth beyond its maximum bandwidth. 1 When MAX bandwidth is exceeded, the partition may not be use any more bandwidth until its memory bandwidth measurement falls below the maximum limit.",RW,0x0
Table 8-660: cmn_hns_rl_mpamcfg_mbw_max attributes,cmn_hns_rl_mpamcfg_mbw_max,[30:16],Reserved,Reserved,RO,-
Table 8-660: cmn_hns_rl_mpamcfg_mbw_max attributes,cmn_hns_rl_mpamcfg_mbw_max,[15:0],hns_rl_mpamcfg_mbw_max_max,Memory maximum bandwidth allocated to the partition selected by MPAMCFG_PART_SEL.,RW,0x0
Table 8-661: cmn_hns_rl_mpamcfg_mbw_winwd attributes,cmn_hns_rl_mpamcfg_mbw_winwd,[63:24],Reserved,Reserved,RO,-
Table 8-661: cmn_hns_rl_mpamcfg_mbw_winwd attributes,cmn_hns_rl_mpamcfg_mbw_winwd,[23:8],hns_rl_mpamcfg_mbw_winwd_us_int,Memory bandwidth accounting period integer microseconds.,RW,0x0
Table 8-661: cmn_hns_rl_mpamcfg_mbw_winwd attributes,cmn_hns_rl_mpamcfg_mbw_winwd,[7:0],hns_rl_mpamcfg_mbw_winwd_us_frac,Memory bandwidth accounting period fractions of a microsecond.,RW,0x0
Table 8-662: cmn_hns_rl_mpamcfg_pri attributes,cmn_hns_rl_mpamcfg_pri,[63:32],Reserved,Reserved,RO,-
Table 8-662: cmn_hns_rl_mpamcfg_pri attributes,cmn_hns_rl_mpamcfg_pri,[31:16],hns_rl_mpamcfg_pri_dspri,"If HAS_DSPRI is 1, this field is a priority value applied to downstream communications from this memory system component for transactions of the partition selected by MPAMCFG_PART_SEL.",RW,0x0
Table 8-662: cmn_hns_rl_mpamcfg_pri attributes,cmn_hns_rl_mpamcfg_pri,[15:0],hns_rl_mpamcfg_pri_intpri,"If HAS_INTPRI is 1, this field is a priority value applied internally inside this memory system component for transactions of the partition selected by MPAMCFG_PART_SEL.",RW,0x0
Table 8-663: cmn_hns_rl_mpamcfg_mbw_prop attributes,cmn_hns_rl_mpamcfg_mbw_prop,[63:32],Reserved,Reserved,RO,-
Table 8-663: cmn_hns_rl_mpamcfg_mbw_prop attributes,cmn_hns_rl_mpamcfg_mbw_prop,[31],hns_rl_mpamcfg_mbw_prop_en,0 The selected partition is not regulated by proportional stride bandwidth partitioning. 1 The selected partition has bandwidth usage regulated by proportional stride bandwidth partitioning as controlled by STRIDEM1.,RW,0x0
Table 8-663: cmn_hns_rl_mpamcfg_mbw_prop attributes,cmn_hns_rl_mpamcfg_mbw_prop,[30:16],Reserved,Reserved,RO,-
Table 8-663: cmn_hns_rl_mpamcfg_mbw_prop attributes,cmn_hns_rl_mpamcfg_mbw_prop,[15:0],hns_rl_mpamcfg_mbw_prop_stridem1,Normalized cost of a bandwidth consumption by the partition. STRIDEM1 is the stride for the partition minus one.,RW,0x0
Table 8-664: cmn_hns_rl_mpamcfg_intpartid attributes,cmn_hns_rl_mpamcfg_intpartid,[63:17],Reserved,Reserved,RO,-
Table 8-664: cmn_hns_rl_mpamcfg_intpartid attributes,cmn_hns_rl_mpamcfg_intpartid,[16],hns_rl_mpamcfg_intpartid_internal,"This bit must be 1 when written to the register. If written as 0, the write will not update the reqPARTID to intPARTID association.",RW,0x0
Table 8-664: cmn_hns_rl_mpamcfg_intpartid attributes,cmn_hns_rl_mpamcfg_intpartid,[15:0],hns_rl_mpamcfg_intpartid_intpartid,This field contains the intPARTID mapped to the reqPARTID in MPAMCFG_PART_SEL.,RW,0x0
Table 8-665: cmn_hns_rl_msmon_cfg_mon_sel attributes,cmn_hns_rl_msmon_cfg_mon_sel,[63:16],Reserved,Reserved,RO,-
Table 8-665: cmn_hns_rl_msmon_cfg_mon_sel attributes,cmn_hns_rl_msmon_cfg_mon_sel,[15:0],hns_rl_msmon_cfg_mon_sel_mon_sel,Selects the performance monitor to configure.,RW,0x0
Table 8-666: cmn_hns_rl_msmon_capt_evnt attributes,cmn_hns_rl_msmon_capt_evnt,[63:2],Reserved,Reserved,RO,-
Table 8-666: cmn_hns_rl_msmon_capt_evnt attributes,cmn_hns_rl_msmon_capt_evnt,[1],hns_rl_msmon_capt_evnt_all,"In secure version, if ALL written as 1 and NOW is also written as 1, signal a capture event to secure and non-secure monitors in this memory system component with CAPT_EVNT = 7. If written as 0 and NOW is written as 1, signal a capture event to secure monitors in this memory system component with CAPT_EVNT = 7. In non-secure version if NOW is written as 1, signal a capture event to non-secure monitors in this memory system component with CAPT_EVNT = 7. In root version, if ALL written as 1 and NOW is also written as 1, signal a capture event to root, realm, secure and non-secure monitors in this memory system component with CAPT_EVNT = 7. If written as 0 and NOW is written as 1, signal a capture event to root monitors in this memory system component with CAPT_EVNT = 7. In realm version, if ALL written as 1 and NOW is also written as 1, signal a capture event to realm and non-secure monitors in this memory system component with CAPT_EVNT = 7. If written as 0 and NOW is written as 1, signal a capture event to realm monitors in this memory system component with CAPT_EVNT = 7.",RW,0x0
Table 8-666: cmn_hns_rl_msmon_capt_evnt attributes,cmn_hns_rl_msmon_capt_evnt,[0],hns_rl_msmon_capt_evnt_now,"When written as 1, this bit causes an event to all monitors in this memory system component with CAPT_EVNT set to the value of 7. When this bit is written as 0, no event is signalled.",RW,0x0
Table 8-667: cmn_hns_rl_msmon_cfg_csu_flt attributes,cmn_hns_rl_msmon_cfg_csu_flt,[63:24],Reserved,Reserved,RO,-
Table 8-667: cmn_hns_rl_msmon_cfg_csu_flt attributes,cmn_hns_rl_msmon_cfg_csu_flt,[23:16],hns_rl_msmon_cfg_csu_flt_pmg,Configures the cache storage usage performance monitor to a PMG. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures storage usage by cache lines labelled with both the configured PARTID and PMG.,RW,0x0
Table 8-667: cmn_hns_rl_msmon_cfg_csu_flt attributes,cmn_hns_rl_msmon_cfg_csu_flt,[15:0],hns_rl_msmon_cfg_csu_flt_partid,Configures the cache storage usage performance monitor to a PARTID. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures the storage usage by cache lines labelled with both the configured PARTID and PMG.,RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[63:32],Reserved,Reserved,RO,-
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[31],hns_rl_msmon_cfg_csu_ctl_en,0 The monitor is disabled and must not collect any information. 1 The monitor is enabled to collect information according to its configuration.,RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[30:28],hns_rl_msmon_cfg_csu_ctl_capt_evnt,Select the event that triggers capture from the following: 0 No capture event is triggered. 1 External capture event 1 (optional but recommended),RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[27],hns_rl_msmon_cfg_csu_ctl_capt_reset,Capture is not implemented for the CSU monitor type.,RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[26],hns_rl_msmon_cfg_csu_ctl_oflow_status,0 No overflow has occurred. 1 At least one overflow has occurred since this bit was last written.,RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[25],hns_rl_msmon_cfg_csu_ctl_oflow_intr,"0 No interrupt. 1 On overflow, an implementation-specific interrupt is signalled.",RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[24],hns_rl_msmon_cfg_csu_ctl_oflow_frz,0 Monitor count wraps on overflow. 1 Monitor count freezes on overflow. The frozen value may be 0 or another value if the monitor overflowed with an increment larger than 1.,RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[23],Reserved,Reserved,RO,-
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[22:20],hns_rl_msmon_cfg_csu_ctl_subtype,"Not currently used for CSU monitors, but reserved for future use.",RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[19:18],Reserved,Reserved,RO,-
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[17],hns_rl_msmon_cfg_csu_ctl_match_pmg,0 Monitor storage used by all PMG values. 1 Only monitor storage used with the PMG value matching MSMON_CFG_CSU_FLT.PMG.,RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[16],hns_rl_msmon_cfg_csu_ctl_match_partid,0 Monitor storage used by all PARTIDs. 1 Only monitor storage used with the PARTID matching MSMON_CFG_CSU_FLT.PARTID.,RW,0x0
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[15:8],Reserved,Reserved,RO,-
Table 8-668: cmn_hns_rl_msmon_cfg_csu_ctl attributes,cmn_hns_rl_msmon_cfg_csu_ctl,[7:0],hns_rl_msmon_cfg_csu_ctl_type,Read-only Constant type indicating the type of the monitor. CSU monitor is TYPE = 0x43.,RW,0x43
Table 8-669: cmn_hns_rl_msmon_cfg_mbwu_flt attributes,cmn_hns_rl_msmon_cfg_mbwu_flt,[63:24],Reserved,Reserved,RO,-
Table 8-669: cmn_hns_rl_msmon_cfg_mbwu_flt attributes,cmn_hns_rl_msmon_cfg_mbwu_flt,[23:16],hns_rl_msmon_cfg_mbwu_flt_pmg,Configures the memory bandwidth usage performance monitor to a PMG. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures the memory bandwidth used by requests labelled with both the configured PARTID and PMG.,RW,0x0
Table 8-669: cmn_hns_rl_msmon_cfg_mbwu_flt attributes,cmn_hns_rl_msmon_cfg_mbwu_flt,[15:0],hns_rl_msmon_cfg_mbwu_flt_partid,Configures the memory bandwidth usage performance monitor to a PARTID. The monitor selected by MSMON_CFG_MON_SEL.MON_SEL counts or measures the memory bandwidth used by requests labelled with both the configured PARTID and PMG.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[63:32],Reserved,Reserved,RO,-
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[31],hns_rl_msmon_cfg_mbwu_ctl_en,0 The monitor is disabled and must not collect any information. 1 The monitor is enabled to collect information according to its configuration.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[30:28],hns_rl_msmon_cfg_mbwu_ctl_capt_evnt,Select the event that triggers capture from the following: 0 No capture event is triggered. 1 External capture event 1 (optional but recommended),RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[27],hns_rl_msmon_cfg_mbwu_ctl_capt_reset,0 Monitor is not reset on capture. 1 Monitor is reset on capture.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[26],hns_rl_msmon_cfg_mbwu_ctl_oflow_status,0 No overflow has occurred. 1 At least one overflow has occurred since this bit was last written.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[25],hns_rl_msmon_cfg_mbwu_ctl_oflow_intr,"0 No interrupt. 1 On overflow, an implementation-specific interrupt is signalled.",RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[24],hns_rl_msmon_cfg_mbwu_ctl_oflow_frz,0 Monitor count wraps on overflow. 1 Monitor count freezes on overflow. The frozen value may be 0 or another value if the monitor overflowed with an increment larger than 1.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[23],Reserved,Reserved,RO,-
